protein_id,refseq_product
WP_044523306.1,CAP domain-containing protein
WP_044523309.1,DUF3134 domain-containing protein
WP_044523313.1,peroxiredoxin family protein
WP_044523317.1,ATP-dependent zinc metalloprotease FtsH
WP_044523321.1,dienelactone hydrolase family protein
WP_044523338.1,tRNA epoxyqueuosine(34) reductase QueG
WP_044523344.1,N-acetylmuramoyl-L-alanine amidase
WP_044523348.1,nuclear transport factor 2 family protein
WP_044523351.1,quinone oxidoreductase family protein
WP_044523356.1,response regulator transcription factor
WP_044523368.1,group II intron reverse transcriptase/maturase
WP_044523373.1,aldo/keto reductase
WP_044523375.1,DUF1392 domain-containing protein
WP_044523377.1,class I SAM-dependent methyltransferase
WP_044523571.1,RRXRR domain-containing protein
WP_044523572.1,helix-turn-helix domain-containing protein
WP_044523580.1,hypothetical protein
WP_044523588.1,filamentous hemagglutinin N-terminal domain-containing protein
WP_044523592.1,ParM/StbA family protein
WP_044523594.1,hypothetical protein
WP_044523598.1,DUF2811 domain-containing protein
WP_044523605.1,helix-turn-helix domain-containing protein
WP_044523611.1,hypothetical protein
WP_044523613.1,type II toxin-antitoxin system RelE/ParE family toxin
WP_044523614.1,flavin monoamine oxidase family protein
WP_044523618.1,hypothetical protein
WP_044523624.1,restriction endonuclease
WP_044523631.1,hypothetical protein
WP_044523643.1,hypothetical protein
WP_044523646.1,hypothetical protein
WP_044523647.1,phosphodiester glycosidase family protein
WP_044523649.1,hypothetical protein
WP_044523651.1,hypothetical protein
WP_044523673.1,RNA-guided endonuclease InsQ/TnpB family protein
WP_044523679.1,class I SAM-dependent methyltransferase
WP_044523685.1,NUDIX hydrolase
WP_044523687.1,RMD1 family protein
WP_044523693.1,DUF4351 domain-containing protein
WP_044523694.1,DUF3775 domain-containing protein
WP_044523708.1,GNAT family N-acetyltransferase
WP_044523722.1,RNA-guided endonuclease InsQ/TnpB family protein
WP_044523747.1,reverse transcriptase domain-containing protein
WP_049942275.1,hypothetical protein
WP_049942296.1,hypothetical protein
WP_049942315.1,tetratricopeptide repeat protein
WP_049942316.1,CHAT domain-containing protein
WP_049942356.1,PaO family protein
WP_049942362.1,potassium channel family protein
WP_049942385.1,hypothetical protein
WP_049942393.1,hypothetical protein
WP_049942394.1,ShlB/FhaC/HecB family hemolysin secretion/activation protein
WP_049942403.1,hypothetical protein
WP_049942406.1,hypothetical protein
WP_049942423.1,TonB-dependent receptor plug domain-containing protein
WP_049942433.1,hypothetical protein
WP_049942437.1,TonB-dependent receptor plug domain-containing protein
WP_049942439.1,hypothetical protein
WP_049942441.1,helix-turn-helix domain-containing protein
WP_049942447.1,restriction endonuclease subunit S
WP_049942468.1,hypothetical protein
WP_049942470.1,pentapeptide repeat-containing protein
WP_049942504.1,AMIN domain-containing protein
WP_049942511.1,hypothetical protein
WP_049942513.1,filamentous hemagglutinin N-terminal domain-containing protein
WP_049942516.1,histidine phosphatase family protein
WP_049942517.1,Uma2 family endonuclease
WP_049942520.1,hypothetical protein
WP_049942525.1,cation diffusion facilitator family transporter
WP_049942531.1,endonuclease/exonuclease/phosphatase family protein
WP_049942533.1,IS5 family transposase
WP_049942536.1,AIPR family protein
WP_049942537.1,YdcF family protein
WP_049942538.1,PPC domain-containing DNA-binding protein
WP_070205945.1,transposase
WP_081584142.1,hypothetical protein
WP_084789052.1,HNH endonuclease
WP_084789056.1,ISAzo13 family transposase
WP_084789059.1,hypothetical protein
WP_084789061.1,HNH endonuclease
WP_084789062.1,DUF2459 domain-containing protein
WP_084789065.1,glycosyltransferase
WP_084789073.1,DUF2808 domain-containing protein
WP_084789074.1,hypothetical protein
WP_084789077.1,CHAT domain-containing protein
WP_084789080.1,YdcF family protein
WP_084789081.1,hypothetical protein
WP_084789083.1,glycosyltransferase family 2 protein
WP_084789087.1,hypothetical protein
WP_084789093.1,WD40 repeat domain-containing protein
WP_084789094.1,translation initiation factor IF-3
WP_084789097.1,TonB-dependent receptor
WP_084789103.1,type II toxin-antitoxin system PemK/MazF family toxin
WP_084789104.1,hypothetical protein
WP_084789105.1,hypothetical protein
WP_084789106.1,metallothionein
WP_084789107.1,pentapeptide repeat-containing protein
WP_084789114.1,Rpn family recombination-promoting nuclease/putative transposase
WP_084789116.1,Crp/Fnr family transcriptional regulator
WP_084789117.1,BCD family MFS transporter
WP_084789119.1,hypothetical protein
WP_084789121.1,hypothetical protein
WP_084789123.1,hypothetical protein
WP_084789130.1,SGNH/GDSL hydrolase family protein
WP_084789136.1,replication restart DNA helicase PriA
WP_084789149.1,FAD-dependent monooxygenase
WP_084789150.1,recombinase family protein
WP_084789151.1,hypothetical protein
WP_084789153.1,thermonuclease family protein
WP_086558172.1,IS630-like element IS895 family transposase
WP_096637129.1,IS630-like element IS895 family transposase
WP_096637137.1,hypothetical protein
WP_096637149.1,IS5 family transposase
WP_096637168.1,hypothetical protein
WP_096637171.1,IS5 family transposase
WP_096637204.1,PAP/fibrillin family protein
WP_096637227.1,peptide chain release factor 2
WP_096637252.1,hypothetical protein
WP_096637271.1,ABC transporter substrate-binding protein
WP_096637281.1,ankyrin repeat domain-containing protein
WP_096637318.1,ISKra4-like element ISNsp5 family transposase
WP_096637327.1,AAA family ATPase
WP_096637508.1,hypothetical protein
WP_126986987.1,response regulator
WP_126986990.1,PAS domain-containing protein
WP_126987005.1,SUMF1/EgtB/PvdO family nonheme iron enzyme
WP_126987023.1,hypothetical protein
WP_126987027.1,hypothetical protein
WP_126987049.1,hypothetical protein
WP_126987055.1,ATP-binding protein
WP_126987080.1,hypothetical protein
WP_126987094.1,TVP38/TMEM64 family protein
WP_126987108.1,phosphotransferase family protein
WP_126987137.1,hypothetical protein
WP_126987143.1,serine/threonine-protein kinase
WP_126987149.1,hypothetical protein
WP_126987159.1,hypothetical protein
WP_126987197.1,histidine phosphatase family protein
WP_126987203.1,polysaccharide deacetylase family protein
WP_126987210.1,hypothetical protein
WP_126987216.1,hypothetical protein
WP_126987240.1,DUF3155 domain-containing protein
WP_126987243.1,multiubiquitin domain-containing protein
WP_126987263.1,hypothetical protein
WP_126987287.1,ribbon-helix-helix domain-containing protein
WP_126987290.1,hypothetical protein
WP_126987293.1,formylglycine-generating enzyme family protein
WP_126987323.1,hypothetical protein
WP_126987330.1,hypothetical protein
WP_126987333.1,papain fold toxin domain-containing protein
WP_126987344.1,ATP-binding protein
WP_126987364.1,family 10 glycosylhydrolase
WP_126987380.1,hypothetical protein
WP_126987386.1,rhodanese-like domain-containing protein
WP_126987417.1,hypothetical protein
WP_126987440.1,hypothetical protein
WP_126987443.1,PrsW family intramembrane metalloprotease
WP_126987450.1,hypothetical protein
WP_126987456.1,hypothetical protein
WP_126987476.1,tetratricopeptide repeat protein
WP_126987483.1,CTB family bacteriocin
WP_126987486.1,DUF1565 domain-containing protein
WP_126987516.1,hypothetical protein
WP_126987522.1,hypothetical protein
WP_126987525.1,CopG family transcriptional regulator
WP_126987550.1,FeoA family protein
WP_126987559.1,hypothetical protein
WP_126987563.1,hypothetical protein
WP_126987615.1,hypothetical protein
WP_126987618.1,hypothetical protein
WP_126987657.1,hypothetical protein
WP_126987672.1,hypothetical protein
WP_126987690.1,pPIWI_RE module domain-containing protein
WP_126987702.1,hypothetical protein
WP_126987711.1,hypothetical protein
WP_126987714.1,hypothetical protein
WP_126987717.1,copy number control protein
WP_126987735.1,hypothetical protein
WP_126987755.1,trypsin-like peptidase domain-containing protein
WP_126987796.1,RNaseH domain-containing protein
WP_126987799.1,hypothetical protein
WP_126987825.1,hypothetical protein
WP_149028795.1,hypothetical protein
WP_149028796.1,hypothetical protein
WP_149028798.1,IS630 family transposase
WP_149028799.1,hypothetical protein
WP_149028800.1,hypothetical protein
WP_149028801.1,hypothetical protein
WP_149028808.1,nucleotidyltransferase domain-containing protein
WP_149028810.1,hypothetical protein
WP_149028811.1,hypothetical protein
WP_158303705.1,hypothetical protein
WP_158303706.1,hypothetical protein
WP_158303707.1,hypothetical protein
WP_158303711.1,hypothetical protein
WP_158303713.1,hypothetical protein
WP_158303714.1,iron-siderophore ABC transporter substrate-binding protein
WP_158303715.1,ribbon-helix-helix domain-containing protein
WP_158303716.1,hypothetical protein
WP_158303717.1,hypothetical protein
WP_158303719.1,hypothetical protein
WP_158303720.1,hypothetical protein
WP_158303721.1,hypothetical protein
WP_158303722.1,hypothetical protein
WP_158303723.1,hypothetical protein
WP_158303725.1,hypothetical protein
WP_158303726.1,hypothetical protein
WP_158303727.1,DUF262 domain-containing protein
WP_158303728.1,PEP-CTERM sorting domain-containing protein
WP_158303730.1,hypothetical protein
WP_158303731.1,hypothetical protein
WP_158629508.1,hypothetical protein
WP_158629515.1,hypothetical protein
WP_158629528.1,hypothetical protein
WP_162470531.1,RNA polymerase subunit sigma
WP_168370990.1,mechanosensitive ion channel family protein
WP_168370991.1,hypothetical protein
WP_168370993.1,3-deoxy-7-phosphoheptulonate synthase
WP_168370994.1,hypothetical protein
WP_168370995.1,hypothetical protein
WP_168370996.1,hypothetical protein
WP_168370997.1,hypothetical protein
WP_168370998.1,IS630 family transposase
WP_168371005.1,hypothetical protein
WP_168371006.1,hypothetical protein
WP_168371007.1,hypothetical protein
WP_190449559.1,alkaline phosphatase
WP_190449575.1,hypothetical protein
WP_190449581.1,DnaJ C-terminal domain-containing protein
WP_190449592.1,DUF2887 domain-containing protein
WP_190449595.1,DUF7219 family protein
WP_190449603.1,alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
WP_190449609.1,DUF3120 domain-containing protein
WP_190449612.1,prohibitin family protein
WP_190449631.1,phosphate ABC transporter permease subunit PstC
WP_190449634.1,hypothetical protein
WP_190449649.1,Uma2 family endonuclease
WP_190449656.1,energy-coupling factor ABC transporter permease
WP_190449668.1,photosystem I reaction center subunit PsaK
WP_190449672.1,YdcF family protein
WP_190449673.1,hypothetical protein
WP_190449680.1,DUF2157 domain-containing protein
WP_190449715.1,glycosyltransferase family 10 domain-containing protein
WP_190449720.1,hemolysin family protein
WP_190449730.1,hypothetical protein
WP_190449732.1,hypothetical protein
WP_190449739.1,hypothetical protein
WP_190449749.1,DivIVA domain-containing protein
WP_190449762.1,M48 family metallopeptidase
WP_190449765.1,hypothetical protein
WP_190449770.1,septum site-determining protein MinC
WP_190449778.1,hypothetical protein
WP_190449791.1,STAS domain-containing protein
WP_190449801.1,serine/threonine protein kinase
WP_190449806.1,hypothetical protein
WP_190449808.1,hypothetical protein
WP_190449811.1,sigma-70 family RNA polymerase sigma factor
WP_190449813.1,IS982 family transposase
WP_190449817.1,VOC family protein
WP_190984432.1,hypothetical protein
WP_193371830.1,hypothetical protein
WP_193371832.1,hypothetical protein
WP_193371833.1,hypothetical protein
WP_193371837.1,hypothetical protein
WP_193371838.1,hypothetical protein
WP_193371839.1,hypothetical protein
WP_197535799.1,M1 family metallopeptidase
WP_197535800.1,site-specific integrase
WP_197535802.1,hypothetical protein
WP_197535803.1,IS630 family transposase
WP_197535804.1,glycosyltransferase family 2 protein
WP_197535805.1,hypothetical protein
WP_197535806.1,RNA-guided endonuclease InsQ/TnpB family protein
WP_199315699.1,iron-siderophore ABC transporter substrate-binding protein
WP_199315701.1,ABC transporter substrate-binding protein
WP_199315729.1,ammonium transporter
WP_199315741.1,ATP-binding protein
WP_199315744.1,DUF6508 domain-containing protein
WP_199315745.1,hypothetical protein
WP_199315774.1,GNAT family N-acetyltransferase
WP_199315895.1,DUF3593 domain-containing protein
WP_199315915.1,PEP-CTERM sorting domain-containing protein
WP_199315928.1,hypothetical protein
WP_199315954.1,NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit
WP_199315956.1,hypothetical protein
WP_199318882.1,hypothetical protein
WP_201799701.1,GerMN domain-containing protein
WP_201799716.1,GNAT family N-acetyltransferase
WP_231865444.1,DUF2808 domain-containing protein
WP_231865445.1,relaxase/mobilization nuclease domain-containing protein
WP_231865446.1,hypothetical protein
WP_231865447.1,GIY-YIG nuclease family protein
WP_231865448.1,hypothetical protein
WP_231865449.1,hypothetical protein
WP_231865450.1,hypothetical protein
WP_231865451.1,hypothetical protein
WP_231865453.1,ribbon-helix-helix domain-containing protein
WP_231865454.1,hypothetical protein
WP_231865456.1,DNA-methyltransferase
WP_231865457.1,hypothetical protein
WP_231865458.1,sensor histidine kinase
WP_231865460.1,hypothetical protein
WP_231865461.1,SDR family NAD(P)-dependent oxidoreductase
WP_231865462.1,PIN domain-containing protein
WP_231865463.1,aspartyl protease
WP_231865464.1,hypothetical protein
WP_231865465.1,hypothetical protein
WP_231865467.1,hypothetical protein
WP_231865468.1,hypothetical protein
WP_231865470.1,hypothetical protein
WP_231865473.1,DUF4351 domain-containing protein
WP_231865474.1,hypothetical protein
WP_231865475.1,HEAT repeat domain-containing protein
WP_231865476.1,site-specific DNA-methyltransferase
WP_231865477.1,element excision factor XisH family protein
WP_231865478.1,Eco57I restriction-modification methylase domain-containing protein
WP_231865479.1,BsuBI/PstI family type II restriction endonuclease
WP_231865480.1,tetratricopeptide repeat protein
WP_231865481.1,FecR family protein
WP_231865482.1,type II toxin-antitoxin system VapC family toxin
WP_231865484.1,hypothetical protein
WP_231865485.1,LysM peptidoglycan-binding domain-containing protein
WP_231865486.1,Crp/Fnr family transcriptional regulator
WP_231865487.1,hypothetical protein
WP_231865488.1,hypothetical protein
WP_231865489.1,hypothetical protein
WP_231865490.1,hypothetical protein
WP_231865492.1,EAL domain-containing protein
WP_231865493.1,GNAT family N-acetyltransferase
WP_231865495.1,PEP-CTERM sorting domain-containing protein
WP_231865496.1,hypothetical protein
WP_231865497.1,glycosyltransferase family protein
WP_231865498.1,hypothetical protein
WP_231865500.1,hypothetical protein
WP_231865501.1,B12-binding domain-containing radical SAM protein
WP_231865503.1,hypothetical protein
WP_231865504.1,extracellular solute-binding protein
WP_231865505.1,CHASE2 domain-containing protein
WP_231865506.1,CRISPR-associated endonuclease Cas1
WP_231865507.1,hypothetical protein
WP_231865508.1,DUF1822 family protein
WP_231865509.1,hypothetical protein
WP_231865510.1,DUF6335 family protein
WP_231865511.1,helix-turn-helix domain-containing protein
WP_231865512.1,DUF1772 domain-containing protein
WP_231865513.1,MAPEG family protein
WP_231865514.1,hypothetical protein
WP_231865516.1,type II toxin-antitoxin system RelE/ParE family toxin
WP_231865518.1,myo-inosose-2 dehydratase
WP_231865519.1,DUF2809 domain-containing protein
WP_231865520.1,hypothetical protein
WP_231865521.1,M16 family metallopeptidase
WP_231865523.1,ABC transporter permease
