locus_tag,organism,gene_symbol,source_annotation,source_category,in_current_refseq,protein_id,refseq_product,refseq_still_hypothetical,best_hit_method,best_hit_database,best_hit_id,best_hit_description,best_hit_evalue,best_hit_query_coverage,best_hit_query_range,n_evidence_rows,confidence_call,evidence_level,reannotated_category
Synpcc7942_0380,synechococcus,,hypothetical protein,,True,WP_011243446.1,DUF3086 domain-containing protein,False,HMMER hmmscan,Pfam-A,PF11285.14,Protein of unknown function (DUF3086),3.5e-126,0.7839,70-341,8,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0379,synechococcus,,hypothetical protein,,True,WP_011377555.1,DUF3119 family protein,False,HMMER hmmscan,Pfam-A,PF11317.14,Protein of unknown function (DUF3119),9.9e-45,0.8819,14-125,3,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0378,synechococcus,ycf63,hypothetical protein YCF63  putative ABC transporter permease protein,,True,WP_011243448.1,MlaE family lipid ABC transporter permease subunit,False,HMMER hmmscan,Pfam-A,PF02405.22,Permease MlaE,9.6e-76,0.7955,42-251,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0377,synechococcus,,hypothetical protein,,True,WP_011243449.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF04854.20,"Protein of unknown function, DUF624",0.24,0.5357,40-99,3,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0373,synechococcus,,hypothetical protein,,True,WP_011377552.1,cupin domain-containing protein,False,HMMER hmmscan,Pfam-A,PF08007.19,JmjC domain,1.9e-26,0.2453,109-213,5,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0364,synechococcus,,hypothetical protein,,True,WP_011243461.1,phycobiliprotein lyase,False,HMMER hmmscan,Pfam-A,PF09367.17,CpeS-like protein,2.4e-35,0.8743,22-181,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0363,synechococcus,,hypothetical protein,,True,WP_011377546.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF24869.2,Domain of unknown function (DUF7734),3.8e-26,0.766,6-77,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0362,synechococcus,,hypothetical protein,,True,WP_011243463.1,DUF3177 family protein,False,HMMER hmmscan,Pfam-A,PF11375.14,Protein of unknown function (DUF3177),8.2e-77,0.9598,8-198,5,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0361,synechococcus,cp12,hypothetical protein,,True,WP_011243464.1,Calvin cycle protein CP12,False,HMMER hmmscan,Pfam-A,PF02672.21,CP12 domain,5.1e-28,0.9467,4-74,3,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0360,synechococcus,,hypothetical protein,,True,WP_011243465.1,FIST signal transduction protein,False,HMMER hmmscan,Pfam-A,PF08495.16,FIST N domain,1e-30,0.4925,33-228,4,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0359,synechococcus,,hypothetical protein,,True,WP_011377545.1,metallophosphoesterase family protein,False,HMMER hmmscan,Pfam-A,PF00149.34,Calcineurin-like phosphoesterase,8.4e-18,0.5573,5-223,3,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0357,synechococcus,,hypothetical protein,,True,WP_011243468.1,IctB family putative bicarbonate transporter,False,HMMER hmmscan,Pfam-A,PF04932.21,O-Antigen ligase,2.3e-20,0.3191,231-379,4,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0356,synechococcus,ycf33,hypothetical protein ycf33,,True,WP_011243469.1,DUF751 family protein,False,HMMER hmmscan,Pfam-A,PF05421.17,Protein of unknown function (DUF751),2.3e-25,0.8108,4-63,3,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0352,synechococcus,,hypothetical protein,,True,WP_407830096.1,peptide-methionine (R)-S-oxide reductase MsrB,False,HMMER hmmscan,Pfam-A,PF01641.27,SelR domain,1.6e-42,0.6514,57-170,5,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0351,synechococcus,ycf22,hypothetical protein YCF22,,True,WP_011243474.1,MlaD family protein,False,HMMER hmmscan,Pfam-A,PF02470.26,MlaD protein,3.8e-16,0.1989,39-113,153,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0349,synechococcus,,hypothetical protein,,True,WP_011243476.1,DUF3611 family protein,False,HMMER hmmscan,Pfam-A,PF12263.14,Protein of unknown function (DUF3611),3.8e-49,0.9409,6-180,4,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0347,synechococcus,,hypothetical protein,,True,WP_011243478.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF30515.1,Cyanobacterial RNA-binding protein Asl3888-like,4.1e-17,0.9074,1-49,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0346,synechococcus,,hypothetical protein,,True,WP_011243479.1,peptidoglycan editing factor PgeF,False,HMMER hmmscan,Pfam-A,PF02578.22,Multi-copper polyphenol oxidoreductase laccase,1.4e-46,0.749,50-243,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0342,synechococcus,,hypothetical protein,,True,WP_011377541.1,DUF7219 family protein,False,HMMER hmmscan,Pfam-A,PF23856.2,Family of unknown function (DUF7219),4.7e-20,0.76,14-70,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0340,synechococcus,,hypothetical protein,,True,WP_011243485.1,CPBP family intramembrane glutamic endopeptidase,False,HMMER hmmscan,Pfam-A,PF02517.22,Type II CAAX prenyl endopeptidase Rce1-like,6.7e-20,0.4611,90-178,6,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0339,synechococcus,,hypothetical protein,,True,WP_011243486.1,DUF3326 domain-containing protein,False,HMMER hmmscan,Pfam-A,PF11805.14,Protein of unknown function (DUF3326),5.5e-160,0.9276,7-339,3,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0329,synechococcus,,hypothetical protein,,True,WP_011243496.1,class I SAM-dependent methyltransferase,False,HMMER hmmscan,Pfam-A,PF13649.13,Methyltransferase domain,2.7e-19,0.2326,75-171,25,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0318,synechococcus,,hypothetical protein,,True,WP_011377534.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0317,synechococcus,,hypothetical protein,,True,WP_011377533.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0316,synechococcus,,hypothetical protein,,True,WP_011243509.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF19007.8,Domain of unknown function (DUF5736),0.1,0.4762,20-49,1,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0314,synechococcus,,hypothetical protein,,True,WP_231621359.1,succinate dehydrogenase cytochrome b subunit,False,HMMER hmmscan,Pfam-A,PF00060.33,Ligand-gated ion channel,9.4,0.2634,44-97,2,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0313,synechococcus,,hypothetical protein,,True,WP_011243512.1,pentapeptide repeat-containing protein,False,HMMER hmmscan,Pfam-A,PF00805.29,Pentapeptide repeats (8 copies),1.6e-10,0.2294,54-92,12,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0312,synechococcus,,hypothetical protein,,True,WP_011377531.1,YraN family protein,False,HMMER hmmscan,Pfam-A,PF02021.24,Uncharacterised protein family UPF0102,5.4e-21,0.6549,12-104,5,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0304,synechococcus,,hypothetical protein,,True,WP_011243520.1,Coq4 family protein,False,HMMER hmmscan,Pfam-A,PF05019.19,Coenzyme Q (ubiquinone) biosynthesis protein Coq4,1.9e-19,0.8558,30-213,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0302,synechococcus,,"hypothetical protein, DNA uptake protein and related DNA-binding proteins",,True,WP_011377526.1,phospholipase D-like domain-containing protein,False,HMMER hmmscan,Pfam-A,PF13091.13,"Cardiolipin synthase, PLD-like domain",6e-24,0.2985,297-439,13,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0298,synechococcus,,hypothetical protein,,True,WP_011243526.1,rod shape-determining protein MreD,False,HMMER hmmscan,Pfam-A,PF04093.18,rod shape-determining protein MreD,8.6e-06,0.4317,45-142,3,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0296,synechococcus,,hypothetical protein,,True,WP_011377523.1,caspase family protein,False,HMMER hmmscan,Pfam-A,PF00656.28,Caspase domain,1.1e-09,0.1311,35-122,2,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0293,synechococcus,,hypothetical protein,,True,WP_011243531.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0291,synechococcus,,hypothetical protein,,True,WP_011243533.1,protein IsiD,False,HMMER hmmscan,Pfam-A,PF10742.15,Protein of unknown function (DUF2555),1.1e-30,0.75,11-64,4,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0286,synechococcus,,hypothetical protein,,True,WP_011243538.1,DUF1823 family protein,False,HMMER hmmscan,Pfam-A,PF08853.17,Domain of unknown function (DUF1823),1.7e-50,0.925,5-115,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0275,synechococcus,,hypothetical protein,,True,WP_011243550.1,HepT-like ribonuclease domain-containing protein,False,HMMER hmmscan,Pfam-A,PF01934.23,Ribonuclease HepT-like,5.6e-27,0.8545,11-104,2,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0274,synechococcus,,hypothetical protein,,True,WP_011243551.1,nucleotidyltransferase family protein,False,HMMER hmmscan,Pfam-A,PF01909.30,Nucleotidyltransferase domain,1.3e-14,0.6964,21-98,3,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0273,synechococcus,,hypothetical protein,,True,WP_011243552.1,dephospho-CoA kinase,False,HMMER hmmscan,Pfam-A,PF01121.27,Dephospho-CoA kinase,6.1e-63,0.8373,14-188,6,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0269,synechococcus,,hypothetical protein,,True,WP_011377515.1,alpha/beta fold hydrolase,False,HMMER hmmscan,Pfam-A,PF12697.14,Alpha/beta hydrolase family,2.4e-27,0.8635,23-275,11,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0268,synechococcus,,hypothetical protein,,True,WP_231621360.1,MEKHLA domain-containing protein,False,HMMER hmmscan,Pfam-A,PF08670.18,MEKHLA domain,8.5e-56,0.953,6-147,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0265,synechococcus,,hypothetical protein,,True,WP_011243560.1,DUF3143 domain-containing protein,False,HMMER hmmscan,Pfam-A,PF11341.14,Protein of unknown function (DUF3143),9.3e-24,0.7143,26-90,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0263,synechococcus,,hypothetical protein,,True,WP_011243562.1,diadenylate cyclase CdaA,False,HMMER hmmscan,Pfam-A,PF02457.22,DisA bacterial checkpoint controller nucleotide-binding,3e-39,0.3889,128-246,4,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0258,synechococcus,,hypothetical protein,,True,WP_011377511.1,VOC family protein,False,HMMER hmmscan,Pfam-A,PF00903.32,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,2.4e-11,0.8014,6-122,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0257,synechococcus,,hypothetical protein,,True,WP_011243568.1,TIGR00297 family protein,False,HMMER hmmscan,Pfam-A,PF01940.22,Integral membrane protein DUF92,5.7e-61,0.8835,20-239,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0255,synechococcus,,hypothetical protein,,True,WP_011377509.1,ATP-binding protein,False,HMMER hmmscan,Pfam-A,PF05673.20,Protein of unknown function (DUF815),1.5e-97,0.5775,174-419,25,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0250,synechococcus,,hypothetical protein,,True,WP_011243575.1,pentapeptide repeat-containing protein,False,HMMER hmmscan,Pfam-A,PF00805.29,Pentapeptide repeats (8 copies),7.3e-14,0.2516,64-102,14,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0238,synechococcus,,hypothetical protein,,True,WP_011243587.1,sulfite exporter TauE/SafE family protein,False,HMMER hmmscan,Pfam-A,PF13386.13,Cytochrome C biogenesis protein transmembrane region,1.9e-52,0.5369,7-217,7,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0237,synechococcus,,hypothetical protein,,True,WP_011243588.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF25942.1,Halobacterial Ig-like domain,0.28,0.2656,81-131,2,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0234,synechococcus,,"hypothetical protein, probable hydrolase",,True,WP_011243591.1,alpha/beta fold hydrolase,False,HMMER hmmscan,Pfam-A,PF12697.14,Alpha/beta hydrolase family,1.1e-19,0.7636,64-315,6,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0233,synechococcus,,hypothetical protein,,True,WP_011243592.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0229,synechococcus,,hypothetical protein,,True,WP_011377502.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF24078.2,PIC/HAP1/IgA0 second beta-solenoid repeat region,0.00079,0.2888,35-88,10,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0228,synechococcus,,hypothetical protein,,True,WP_011243597.1,DUF3146 family protein,False,HMMER hmmscan,Pfam-A,PF11344.14,Protein of unknown function (DUF3146),6.6e-41,0.9186,6-84,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0226,synechococcus,,hypothetical protein,,True,WP_011243599.1,TatA/E family twin arginine-targeting protein translocase,False,HMMER hmmscan,Pfam-A,PF02416.22,mttA/Hcf106 family,7.3e-21,0.5275,4-51,2,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0222,synechococcus,,hypothetical protein,,True,WP_011243602.1,SDR family oxidoreductase,False,HMMER hmmscan,Pfam-A,PF01370.28,NAD dependent epimerase/dehydratase family,0.00015,0.3715,97-203,4,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0218,synechococcus,,hypothetical protein,,True,WP_011243606.1,PCP reductase family protein,False,HMMER hmmscan,Pfam-A,PF08369.17,Proto-chlorophyllide reductase 57 kD subunit,1.9e-20,0.8182,5-49,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0217,synechococcus,,hypothetical protein,,True,WP_011377500.1,HAD family hydrolase,False,HMMER hmmscan,Pfam-A,PF13419.13,Haloacid dehalogenase-like hydrolase,1.6e-06,0.7698,22-215,4,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0215,synechococcus,,hypothetical protein,,True,WP_011243609.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF10724.15,Protein of unknown function (DUF2516),0.043,0.3333,62-104,1,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0214,synechococcus,,hypothetical protein,,True,WP_039755486.1,AEC family transporter,False,HMMER hmmscan,Pfam-A,PF03547.24,Membrane transport protein,2.3e-13,0.6316,113-316,4,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0210,synechococcus,,hypothetical protein,,True,WP_011377495.1,Npun_F0494 family protein,False,HMMER hmmscan,Pfam-A,PF28240.1,Npun_F0494-like,4.3e-44,0.8797,11-127,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0209,synechococcus,,hypothetical protein,,True,WP_173282566.1,nucleoside triphosphate pyrophosphatase,False,HMMER hmmscan,Pfam-A,PF02545.20,Maf-like protein,4.9e-58,0.9196,5-187,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0208,synechococcus,,hypothetical protein,,True,WP_011377494.1,tetratricopeptide repeat protein,False,HMMER hmmscan,Pfam-A,PF13371.13,Tetratricopeptide repeat,7.6e-09,0.0715,81-146,161,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0205,synechococcus,,hypothetical protein,,True,WP_011377492.1,bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase,False,HMMER hmmscan,Pfam-A,PF00293.35,NUDIX domain,1.1e-18,0.3905,202-333,5,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0204,synechococcus,,hypothetical protein,,True,WP_011243619.1,DUF3122 domain-containing protein,False,HMMER hmmscan,Pfam-A,PF11320.14,Protein of unknown function (DUF3122),7.8e-34,0.8312,23-150,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0201,synechococcus,,hypothetical protein,,True,WP_011243622.1,cbb3-type cytochrome c oxidase subunit II,False,HMMER hmmscan,Pfam-A,PF02433.21,"Cytochrome C oxidase, mono-heme subunit/FixO",6.2e-24,0.64,5-164,6,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0200,synechococcus,,hypothetical protein,,True,WP_011377489.1,DUF2231 domain-containing protein,False,HMMER hmmscan,Pfam-A,PF09990.15,Predicted membrane protein (DUF2231),8.3e-35,0.7753,16-153,8,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0199,synechococcus,,hypothetical protein,,True,WP_011377488.1,DUF2231 domain-containing protein,False,HMMER hmmscan,Pfam-A,PF09990.15,Predicted membrane protein (DUF2231),3e-28,0.5325,27-190,5,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0197,synechococcus,,hypothetical protein,,True,WP_011377487.1,folate/biopterin family MFS transporter,False,HMMER hmmscan,Pfam-A,PF03092.23,BT1 family,8e-151,0.872,38-432,7,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0195,synechococcus,,hypothetical protein,,True,WP_011243628.1,pentapeptide repeat-containing protein,False,HMMER hmmscan,Pfam-A,PF00805.29,Pentapeptide repeats (8 copies),3.1e-16,0.2817,40-79,22,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0193,synechococcus,,hypothetical protein,,True,WP_011243630.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0192,synechococcus,ycf60,hypothetical protein YCF60,,True,WP_011243631.1,Tic20 family protein,False,HMMER hmmscan,Pfam-A,PF16166.11,Chloroplast import apparatus Tic20-like,1.4e-29,0.8924,12-152,2,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
Synpcc7942_0188,synechococcus,,hypothetical protein,,True,WP_011243635.1,bifunctional diguanylate cyclase/phosphodiesterase,False,HMMER hmmscan,Pfam-A,PF00563.26,EAL domain,1.3e-59,0.4083,325-560,12,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
