# category is assigned from the Anabaena side only (Kushige's own curated scheme; Ito publishes no equivalent) -- see notebook Sec 2.
locus_tag_7942,locus_tag_anabaena,gene_symbol_7942,gene_symbol_anabaena,annotation_7942,annotation_anabaena,category,amplitude_cv_7942,amplitude_cv_anabaena,amp_pct_7942,amp_pct_anabaena,cycling_7942,cycling_anabaena
Synpcc7942_1844,all1162,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12489864936546534,0.38648004412262277,0.512127236580517,0.6302473763118441,a,AR
Synpcc7942_0049,all0563,pilA,-,type IV pilus assembly protein PilA,general secretion pathway protein G,Cellular processes,0.060792825430111365,0.3644466443185987,0.040159045725646124,0.5712143928035982,AR,AR
Synpcc7942_2438,all5274,,-,,hypothetical protein,Hypothetical,0.08343900899061607,0.31518526152136395,0.16222664015904573,0.41735382308845576,AR,AR
Synpcc7942_1069,all1987,,-,hypothetical protein,unknown protein,Hypothetical,0.09935697005862142,0.3868000894097064,0.2803180914512923,0.6313718140929535,AR,AR
Synpcc7942_2224,asl4207,rpl29,rpl29,50S ribosomal protein L29,50S ribosomal protein L29,Translation,0.10670005958907687,0.5652572153340985,0.3502982107355865,0.9107946026986506,AR,b
Synpcc7942_1351,all1058,,-,hypothetical protein,hypothetical protein,Hypothetical,0.14060663323537653,0.3973997619556764,0.6266401590457257,0.6594827586206896,a,AR
Synpcc7942_1018,alr3583,,-,hypothetical protein,unknown protein,Hypothetical,0.14377763499708113,0.38266678392951875,0.6485089463220676,0.6220014992503748,a,AR
Synpcc7942_1373,alr4717,,hupE,hydrogenase accessory protein,hydrogenase accessory protein,Other categories,0.10292761416497577,0.177319800993605,0.31491053677932407,0.0181784107946027,AR,AR
Synpcc7942_1751,asr0043,,-,hypothetical protein,hypothetical protein,Hypothetical,0.05308741132847526,0.6673224112189872,0.019880715705765408,0.9537106446776612,AR,AR
Synpcc7942_0085,alr0288,,-,hypothetical protein,putative hydrolase,Other categories,0.18494432204892053,0.2575775592222062,0.8178926441351889,0.21176911544227886,a,AR
Synpcc7942_1056,alr1052,,-,hypothetical protein,unknown protein,Hypothetical,0.09219885681551065,0.23330212722420215,0.2290258449304175,0.13399550224887558,AR,AR
Synpcc7942_1247,asr2939,,-,hypothetical protein,unknown protein,Hypothetical,0.09656602001757218,0.23805400131594667,0.26003976143141155,0.1489880059970015,AR,AR
Synpcc7942_2027,alr3071,,-,probable glycosly transferase,probable glycosyl transferase,Other categories,0.11499371328121351,0.6039484233717834,0.42186878727634197,0.9310344827586207,AR,AR
Synpcc7942_0092,alr3775,,-,hypothetical protein,unknown protein,Hypothetical,0.13288928617219858,0.9593738791676307,0.5765407554671969,0.9831334332833583,AR,AR
Synpcc7942_0149,alr4990,,-,similar to ADA regulatory protein,O-6-alkylguanine-DNA/cysteine-protein methyltransferase,Amino acid biosynthesis,0.1366086295583611,0.36752341149669077,0.6003976143141153,0.5785232383808095,AR,AR
Synpcc7942_1396,asr4457,,-,hypothetical protein,unknown protein,Hypothetical,0.2974608238300798,0.20269100923299294,0.9343936381709742,0.058095952023988005,b,AR
Synpcc7942_1818,asl3523,,-,hypothetical protein,hypothetical protein,Hypothetical,0.3775057588309706,0.20775671451048155,0.9550695825049702,0.068215892053973,AR,AR
Synpcc7942_0591,alr5135,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10069468073475506,0.32807885240604406,0.2926441351888668,0.4593328335832084,a,AR
Synpcc7942_2318,all0350,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13008528567092925,0.4394546424375685,0.5554671968190855,0.7578710644677661,AR,AR
Synpcc7942_0145,alr3231,,-,hypothetical protein,hypothetical protein,Hypothetical,0.14633391239160692,0.2281872803278166,0.6656063618290259,0.11731634182908546,AR,AR
Synpcc7942_0382,asl3784,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12278498266645482,0.40766397506562485,0.49025844930417495,0.684407796101949,a,AR
Synpcc7942_0997,asl3674,rpl32,rpl32,50S ribosomal protein L32,50S ribosomal protein L32,Translation,0.1528112526321925,0.4111123755974365,0.6974155069582505,0.6941529235382309,AR,AR
Synpcc7942_2262,all3850,,-,hypothetical protein,unknown protein,Hypothetical,0.04930622270585628,0.3185379435992961,0.013121272365805169,0.42934782608695654,AR,AR
Synpcc7942_2536,all4355,,-,similar to DnaJ protein,similar to DnaJ protein,Cellular processes,0.1274001573412197,0.2293919722398593,0.5359840954274354,0.12050224887556221,AR,AR
Synpcc7942_1707,all1616,,-,cell division protein Ftn6  hypothetical protein,hypothetical protein,Hypothetical,0.13747750469117284,0.34320751118328746,0.6075546719681909,0.5076836581709145,AR,AR
Synpcc7942_2500,alr4525,,-,hypothetical protein,unknown protein,Hypothetical,0.27403767922416017,0.4135195881282465,0.9232604373757455,0.6999625187406296,b,AR
Synpcc7942_2460,alr4815,,avaIVM,hypothetical protein,M.AvaIV: Restriction Type II DNA methyltransferase (GCTNAGC-specific),"DNA replication, recombination, and repair",0.10030667763675591,0.3345382447980223,0.28906560636182904,0.48069715142428787,AR,AR
Synpcc7942_1267,all1763,,-,,hypothetical protein,Hypothetical,0.11832286498681578,0.29971924961557356,0.4481113320079523,0.36019490254872566,a,AR
Synpcc7942_2112,all4667,,-,hypothetical protein,hypothetical protein,Hypothetical,0.14149723863174102,0.1556378586678707,0.6322067594433399,0.004497751124437781,AR,AR
Synpcc7942_1785,all1943,,-,hypothetical protein,unknown protein,Hypothetical,0.14006242481605138,0.2883363938677237,0.6222664015904572,0.31896551724137934,AR,AR
Synpcc7942_1126,alr4485,,-,ABC transporter permease protein,permease protein of ABC transporter,Transport and binding proteins,0.10055244943914199,0.18130959868339605,0.2906560636182903,0.022113943028485756,AR,AR
Synpcc7942_0851,alr3525,purM,-,phosphoribosyl formylglycinamidine cyclo-ligase,phosphoribosylformylglycinamidine cyclo-ligase,"Purines, pyrimidines, nucleosides, and nucleotides",0.11561629734153324,0.3623319274803732,0.42703777335984094,0.5627811094452774,a,AR
Synpcc7942_0658,asr4076,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1250970192152722,0.2508679333625243,0.5137176938369782,0.18796851574212894,a,AR
Synpcc7942_0050,all2288,,-,hypothetical protein,glucosyltransferase,Other categories,0.08868537000196125,0.45629948564991,0.1988071570576541,0.7908545727136432,AR,AR
Synpcc7942_0429,all2736,,-,,hypothetical protein,Hypothetical,0.22153400918090804,0.23002103519468622,0.8823061630218688,0.12181409295352325,a,AR
Synpcc7942_1948,asr3387,,-,hypothetical protein,hypothetical protein,Hypothetical,0.05358610645472628,0.3050667341984689,0.02186878727634195,0.37912293853073464,AR,AR
Synpcc7942_0215,all2740,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1393422484937713,0.3161101159518028,0.6182902584493042,0.4214767616191904,a,AR
Synpcc7942_1508,alr1360,,-,hypothetical protein,unknown protein,Hypothetical,0.0992233041035782,0.23031835774819237,0.27713717693836976,0.12237631184407796,AR,AR
Synpcc7942_2198,alr3864,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11987726860207278,0.24681262961963993,0.4620278330019881,0.17616191904047976,AR,AR
Synpcc7942_2086,asl4482,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12899719217735853,0.5199374452170229,0.5479125248508946,0.8774362818590704,AR,AR
Synpcc7942_2018,asl3609,,-,hypothetical protein,unknown protein,Hypothetical,0.09525527915426817,0.35320604285025603,0.25009940357852883,0.5387931034482759,AR,AR
Synpcc7942_0361,asl2850,cp12,-,hypothetical protein,hypothetical protein,Hypothetical,0.11955534287289903,0.3122931872952115,0.4584493041749503,0.4070464767616192,AR,AR
Synpcc7942_2528,alr4363,,-,hypothetical protein,unknown protein,Hypothetical,0.12657048457875386,0.22670130470166522,0.5260437375745527,0.11169415292353824,AR,AR
Synpcc7942_2005,all2192,,-,flm3 region hypothetical protein 4,hypothetical protein,Hypothetical,0.1194513929885302,0.5175529972845531,0.4572564612326044,0.8742503748125937,a,AR
Synpcc7942_1928,asr4678,,-,hypothetical protein,unknown protein,Hypothetical,0.06717483605562481,0.5880053858732254,0.07037773359840954,0.9233508245877061,AR,AR
Synpcc7942_0846,alr2709,,-,hypothetical protein,hypothetical protein,Hypothetical,0.23082792441101757,0.1997402796503253,0.8926441351888668,0.051911544227886054,AR,AR
Synpcc7942_0124,all0625,,-,similar to thiol methyltransferase 1,hypothetical protein,Hypothetical,0.16690325916483542,0.26505993792181537,0.763817097415507,0.23594452773613192,AR,AR
Synpcc7942_0193,asl4805,,-,hypothetical protein,unknown protein,Hypothetical,0.15635053749041739,0.2086615482872744,0.7153081510934394,0.07158920539730135,AR,AR
Synpcc7942_0007,all2547,,-,,hypothetical protein,Hypothetical,0.1060395206981861,0.24312253694835287,0.34473161033797217,0.16473013493253374,AR,AR
Synpcc7942_1559,alr1276,,-,hypothetical protein,putative acetyl transferase,Hypothetical,0.12024330697740644,0.35719271874702613,0.4648111332007952,0.5492878560719641,a,AR
Synpcc7942_1770,all0714,,-,hypothetical protein,hypothetical protein,Hypothetical,0.15901553761112497,0.46802735958452946,0.7296222664015904,0.8124062968515742,AR,AR
Synpcc7942_0341,all2511,,-,,unknown protein,Hypothetical,0.252517215136982,0.20621170509283657,0.9053677932405566,0.06446776611694154,AR,AR
Synpcc7942_0617,alr2888,,-,hypothetical protein,hypothetical protein,Hypothetical,0.17463504174012354,0.28626564707295965,0.7884691848906561,0.3129685157421289,a,AR
Synpcc7942_1095,alr3801,,-,hypothetical protein,unknown protein,Hypothetical,0.3199518030664133,0.24005579488962028,0.9431411530815109,0.1547976011994003,b,AR
Synpcc7942_0981,alr3799,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08986992133972614,0.2965513566298804,0.21113320079522863,0.34726386806596704,AR,AR
Synpcc7942_1339,asr3080,,-,hypothetical protein,hypothetical protein,Hypothetical,0.14843939286959568,0.5390219289446313,0.6763419483101392,0.896551724137931,AR,AR
Synpcc7942_0543,alr4777,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1343439688693264,0.3107740507099083,0.5856858846918489,0.3997376311844078,AR,b
Synpcc7942_0763,all1670,,-,transcriptional regulator   Fur family,transcriptional regulator,Regulatory functions,0.12035920922274648,0.21371538358602202,0.46679920477137177,0.08170914542728636,AR,AR
Synpcc7942_1902,alr5238,,-,putative glycosyltransferase,glycosyltransferase,Other categories,0.11576845838674855,0.4487531414113601,0.4290258449304175,0.7730509745127436,AR,AR
Synpcc7942_0252,asr0905,cp12,-,putative CP12 protein,hypothetical protein,Hypothetical,0.13586989465446736,0.32605792171674514,0.596023856858847,0.45314842578710646,AR,AR
Synpcc7942_0363,asl2848,,-,hypothetical protein,unknown protein,Hypothetical,0.07921893148823071,0.6422018832122064,0.13479125248508947,0.9464017991004497,AR,AR
Synpcc7942_1922,alr3281,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08798299500591096,0.22115909874066259,0.19403578528827037,0.09707646176911544,AR,AR
Synpcc7942_0014,all0899,,-,hypothetical protein,hypothetical protein,Hypothetical,0.15499413216710647,0.19423959711741776,0.7077534791252486,0.04085457271364318,AR,AR
Synpcc7942_1208,all0172,,-,hypothetical protein,hypothetical protein,Hypothetical,0.06893962620280804,0.17713752943034233,0.0779324055666004,0.017616191904047975,AR,AR
Synpcc7942_1029,alr1260,ilvE,-,branched-chain amino acid aminotransferase,hypothetical protein,Hypothetical,0.15133806054865698,0.3455229602109947,0.6898608349900597,0.5138680659670165,a,AR
Synpcc7942_0472,asl1773,,xseB,hypothetical protein,exodeoxyribonuclease VII small subunit,"DNA replication, recombination, and repair",0.09891303399123903,0.44751340546342283,0.27435387673956263,0.7708020989505248,AR,AR
Synpcc7942_2126,alr0816,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1937974908824084,0.37463177884116977,0.8389662027833003,0.5976386806596702,AR,AR
Synpcc7942_1997,asl0514,hliA,-,high light-inducible protein,CAB/ELIP/HLIP superfamily,Other categories,0.241132464353847,0.4914454299562837,0.8998011928429424,0.8452023988005997,a,AR
Synpcc7942_1966,asl3597,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12598179911060992,0.5439648032716781,0.5220675944333996,0.8997376311844077,a,AR
Synpcc7942_1249,asl0108,psaJ,psaJ,Photosystem I reactionCenter subunit IX,photosystem I subunit IX,Photosynthesis and respiration,0.07894561180467295,0.2690116247418283,0.13280318091451293,0.25056221889055474,AR,AR
Synpcc7942_1926,asl2047,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13652671652070075,0.20294386631805547,0.6,0.0588455772113943,AR,AR
Synpcc7942_2510,asl4195,infA,infA,translation initiation factor 1 (IF-1),translation initiation factor IF-1,Translation,0.06999040927279683,0.6692096084458606,0.08429423459244532,0.9544602698650675,AR,AR
Synpcc7942_0867,alr4514,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11073708280002681,0.4475622683971758,0.3836978131212724,0.7711769115442278,AR,AR
Synpcc7942_0599,alr4992,,-,"transcriptional regulator,  TetR/AcrR family",unknown protein,Hypothetical,0.947482940413369,0.3273035418739841,0.9976143141153081,0.4570839580209895,a,AR
Synpcc7942_0995,alr2872,ycf20,-,hypothetical protein,hypothetical protein,Hypothetical,0.06097044536630299,0.25447841660689346,0.04095427435387674,0.200712143928036,AR,AR
Synpcc7942_0577,asl3517,,-,hypothetical protein,hypothetical protein,Hypothetical,0.20719158697038012,0.4065190917700926,0.8640159045725646,0.6827211394302849,AR,c
Synpcc7942_1791,all4539,,-,hypothetical protein,L-sorbosone dehydrogenase,Other categories,0.19328416314967542,0.24581222979279604,0.8381709741550696,0.1724137931034483,AR,AR
Synpcc7942_1705,asr1277,psbI,psbI,photosystem II PsbI protein,photosystem II protein,Photosynthesis and respiration,0.07146845672417346,0.24467117749972317,0.09065606361829026,0.16979010494752625,AR,AR
Synpcc7942_1936,asr1314,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08869073025555337,0.13179281572017404,0.1992047713717694,0.0013118440779610195,AR,AR
Synpcc7942_1207,asl0171,,-,hypothetical protein,hypothetical protein,Hypothetical,0.07847520198449331,0.2315947814004489,0.12962226640159047,0.12743628185907047,AR,AR
Synpcc7942_2476,alr4056,,-,hypothetical protein,hypothetical protein,Hypothetical,0.15084774551871014,1.1265155056684102,0.6882703777335984,0.988568215892054,a,AR
Synpcc7942_1434,alr1133,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11269241611995652,0.6076201263274866,0.3992047713717694,0.9332833583208395,a,AR
Synpcc7942_1332,alr4161,,-,hypothetical protein,hypothetical protein,Hypothetical,0.0922285411166542,0.24651036701533327,0.22982107355864811,0.17466266866566715,AR,AR
Synpcc7942_1201,all0042,,-,probable glycosyltransferase,hypothetical protein,Hypothetical,0.11122107237254342,0.2951244270903897,0.3872763419483101,0.34182908545727136,a,AR
Synpcc7942_0356,asr0062,ycf33,-,hypothetical protein ycf33,hypothetical protein,Hypothetical,0.11733301271939564,0.5361693311151745,0.4397614314115308,0.8944902548725637,AR,AR
Synpcc7942_1252,all4463,,-,similar to DNA repair protein RAD32,hypothetical protein,Hypothetical,0.10757266158209491,0.36380845041877563,0.3566600397614314,0.5687781109445277,AR,AR
Synpcc7942_1659,all1864,,-,nitroreductase,similar to NADH dehydrogenase,Photosynthesis and respiration,0.1139949756702038,0.19095879691043358,0.41312127236580515,0.03673163418290855,a,AR
Synpcc7942_2586,alr2802,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10560254543369528,0.7286946807973382,0.34035785288270376,0.9666416791604198,AR,AR
Synpcc7942_0900,asl2329,gifA,gifA,glutamine synthetase inactivating factor,glutamine synthetase inactivating factor,Hypothetical,0.33103728378687836,0.5209547050459711,0.9463220675944334,0.8787481259370314,AR,AR
Synpcc7942_0342,all2267,,-,hypothetical protein,hypothetical protein,Hypothetical,0.15288138728645023,0.4255419282227782,0.6978131212723658,0.7280734632683659,a,AR
Synpcc7942_2083,all2000,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1451379574393306,0.2484412856513567,0.6564612326043737,0.18065967016491755,AR,AR
Synpcc7942_1625,all5195,,-,probable glycosyltransferase,glycosyltransferase,Other categories,0.13564486324504996,0.5713112958232516,0.5944333996023857,0.9152923538230885,AR,AR
Synpcc7942_0483,alr0717,,-,,hypothetical protein,Hypothetical,0.12507488290403898,0.3507226096620181,0.5133200795228628,0.5299850074962519,AR,AR
Synpcc7942_0224,asr0847,psbN,psbN,PsbN protein,PsbN protein,Photosynthesis and respiration,0.07274588117657581,0.24036476173695961,0.09582504970178926,0.15573463268365817,AR,AR
Synpcc7942_1821,alr0554,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08971055555552901,0.61930798086292,0.2095427435387674,0.9385307346326837,AR,AR
Synpcc7942_0377,asl4014,,-,hypothetical protein,unknown protein,Hypothetical,0.25355796523441554,0.27198930707442726,0.9065606361829026,0.2610569715142429,b,c
Synpcc7942_0870,asl1824,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12708613938905128,0.2571221941234445,0.5332007952286282,0.20952023988005997,AR,AR
Synpcc7942_0153,asl4317,,-,hypothetical protein,hypothetical protein,Hypothetical,0.049438405896491254,0.22137344368028142,0.013518886679920477,0.09782608695652174,AR,AR
Synpcc7942_2016,asr0941,psbX,psbX,photosystem II PsbX protein,photosystem II protein,Photosynthesis and respiration,0.101420170663291,0.2610597826462316,0.30139165009940355,0.2245127436281859,a,AR
Synpcc7942_0029,all1988,,-,hypothetical protein,hypothetical protein,Hypothetical,0.16683777965513802,0.23338481339220177,0.7634194831013916,0.13437031484257872,AR,AR
Synpcc7942_0222,alr0480,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11666316025016112,0.35414913989394625,0.4345924453280318,0.5410419790104948,a,AR
